Código da Venda,Código da Mercadoria,Quantidade,Preço,Desconto,Produto,TipoGrupo,PIS_Valor,COFINS_Valor,NFCe_vICMSDeson,Data da Venda,Nome do Cliente,Vendedor,ValorEntrada,FormaEntrada,Parcelado,LojaOrigem
3530,3,"35,08","97,5","0,00574712643678161",BRITA 19MM,MINÉRIOS DE GRANITO,"2,21","10,2",0,2023-07-13 00:00:00.000,267,11,0,,0,BURITI
3539,12,1,30,"0,00574712643678161",TAXA CARTÃO,MINÉRIOS DE GRANITO,"0,195","0,9",0,2023-07-13 00:00:00.000,267,11,0,,0,BURITI
3,11,1,40,0,GNRE,MINÉRIOS DE GRANITO,"0,26","1,2",0,2023-03-01 00:00:00.000,2,10,0,,0,BURITI
3,10,1,500,0,FRETE,MINÉRIOS DE GRANITO,"3,25",15,0,2023-03-01 00:00:00.000,2,10,0,,0,BURITI
3,4,"6,71",100,0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"4,3615","20,13",0,2023-03-01 00:00:00.000,2,10,0,,0,BURITI
4,9,51,110,"8,9126559714795E-06",BRITA CORRIDA,MINÉRIOS DE GRANITO,"36,465","168,3",0,2023-03-06 00:00:00.000,1,11,0,,0,BURITI
4,10,1,0,"8,9126559714795E-06",FRETE,MINÉRIOS DE GRANITO,0,0,0,2023-03-06 00:00:00.000,1,11,0,,0,BURITI
4,11,1,0,"8,9126559714795E-06",GNRE,MINÉRIOS DE GRANITO,0,0,0,2023-03-06 00:00:00.000,1,11,0,,0,BURITI
6,3,5,135,0,BRITA 19MM,MINÉRIOS DE GRANITO,"4,3875","20,25",0,2023-03-09 00:00:00.000,687,11,0,,0,BURITI
8,4,1,100,0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"0,65",3,0,2023-03-09 00:00:00.000,1407,13,0,,0,BURITI
8,1,10,34,0,PÓ DE BRITA,MINÉRIOS DE GRANITO,"2,21","10,2",0,2023-03-09 00:00:00.000,1407,13,0,,0,BURITI
9,3,1,"193,75",0,BRITA 19MM,MINÉRIOS DE GRANITO,"1,259375","5,8125",0,2023-03-09 00:00:00.000,101,10,0,,0,BURITI
10,3,"11,52","93,75","0,040650406504065",BRITA 19MM,MINÉRIOS DE GRANITO,"7,02","32,4",0,2023-03-09 00:00:00.000,1241,11,0,,0,BURITI
10,11,1,50,"0,040650406504065",GNRE,MINÉRIOS DE GRANITO,"0,325","1,5",0,2023-03-09 00:00:00.000,1241,11,0,,0,BURITI
10,10,1,100,"0,040650406504065",FRETE,MINÉRIOS DE GRANITO,"0,65",3,0,2023-03-09 00:00:00.000,1241,11,0,,0,BURITI
11,4,"16,082","99,1792065",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"10,3674999930645","47,84999996799",0,2023-03-09 00:00:00.000,1407,11,0,,0,BURITI
12,4,"23,392","99,1792065",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"15,079999989912","69,59999995344",0,2023-03-09 00:00:00.000,712,11,0,,0,BURITI
13,4,1,"99,1792065",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"0,64466484225","2,975376195",0,2023-03-09 00:00:00.000,1,3,0,,0,BURITI
14,4,1,"99,1792065",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"0,64466484225","2,975376195",0,2023-03-09 00:00:00.000,1,3,0,,0,BURITI
15,3,"11,52","93,75","0,05",BRITA 19MM,MINÉRIOS DE GRANITO,"7,02","32,4",0,2023-03-09 00:00:00.000,1241,3,0,,0,BURITI
16,4,"13,158","99,1792065","0,0498084291520941","BRITA 12,5MM",MINÉRIOS DE GRANITO,"8,4824999943255","39,14999997381",0,2023-03-09 00:00:00.000,71,11,0,,0,BURITI
17,3,"7,2","93,75","0,0296296296296296",BRITA 19MM,MINÉRIOS DE GRANITO,"4,3875","20,25",0,2023-03-09 00:00:00.000,334,11,0,,0,BURITI
18,1,"12,1841","32,8299409","0,259997866119715",PÓ DE BRITA,MINÉRIOS DE GRANITO,"2,60002133897799","12,0000984875907",0,2023-03-09 00:00:00.000,101,11,0,,0,BURITI
19,3,"11,52","93,75","0,05",BRITA 19MM,MINÉRIOS DE GRANITO,"7,02","32,4",0,2023-03-09 00:00:00.000,1241,11,0,,0,BURITI
20,1,"15,23","32,8299409",0,PÓ DE BRITA,MINÉRIOS DE GRANITO,"3,2499999993955","14,99999999721",0,2023-03-09 00:00:00.000,214,11,0,,0,BURITI
21,4,"20,468","110,220832518",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"14,6639999998598","67,6799999993527",0,2023-03-09 00:00:00.000,1177,3,0,,0,BURITI
22,4,"20,468","99,179206566",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"13,1949999999538","60,8999999997866",0,2023-03-09 00:00:00.000,694,11,0,,0,BURITI
23,4,"5,848","99,1792065",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"3,769999997478","17,39999998836",0,2023-03-09 00:00:00.000,943,13,0,,0,BURITI
24,1,"15,23","32,8299409",0,PÓ DE BRITA,MINÉRIOS DE GRANITO,"3,2499999993955","14,99999999721",0,2023-03-09 00:00:00.000,49,13,0,,0,BURITI
25,1,"18,276","32,8299409",0,PÓ DE BRITA,MINÉRIOS DE GRANITO,"3,8999999992746","17,999999996652",0,2023-03-09 00:00:00.000,351,3,0,,0,BURITI
26,4,"8,041","99,1792065","0,391862069227659","BRITA 12,5MM",MINÉRIOS DE GRANITO,"5,18374999653225","23,924999983995",0,2023-03-09 00:00:00.000,115,3,0,,0,BURITI
28,4,"16,082","99,1792065",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"10,3674999930645","47,84999996799",0,2023-03-09 00:00:00.000,1407,10,0,,0,BURITI
29,3,"17,28","93,75",0,BRITA 19MM,MINÉRIOS DE GRANITO,"10,53","48,6",0,2023-03-09 00:00:00.000,1206,10,0,,0,BURITI
30,3,"15,84","93,75",0,BRITA 19MM,MINÉRIOS DE GRANITO,"9,6525","44,55",0,2023-03-09 00:00:00.000,377,10,0,,0,BURITI
30,13,1,90,0,ACRESCIMOS,MINÉRIOS DE GRANITO,"0,585","2,7",0,2023-03-09 00:00:00.000,377,10,0,,0,BURITI
31,4,"16,082","99,1792065",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"10,3674999930645","47,84999996799",0,2023-03-09 00:00:00.000,1407,10,0,,0,BURITI
32,4,"23,392","99,1792065",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"15,079999989912","69,59999995344",0,2023-03-09 00:00:00.000,712,10,0,,0,BURITI
33,1,"6,092","32,8299409","1,000000000186",PÓ DE BRITA,MINÉRIOS DE GRANITO,"1,2999999997582","5,999999998884",0,2023-03-09 00:00:00.000,1142,10,0,,0,BURITI
34,1,"18,276","32,8299409","0,08500000001581",PÓ DE BRITA,MINÉRIOS DE GRANITO,"3,8999999992746","17,999999996652",0,2023-03-09 00:00:00.000,1527,10,0,,0,BURITI
35,1,"6,092","32,8299409",0,PÓ DE BRITA,MINÉRIOS DE GRANITO,"1,2999999997582","5,999999998884",0,2023-03-09 00:00:00.000,49,10,0,,0,BURITI
36,4,"8,041","99,1792065",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"5,18374999653225","23,924999983995",0,2023-03-09 00:00:00.000,115,10,0,,0,BURITI
36,13,1,"197,01",0,ACRESCIMOS,MINÉRIOS DE GRANITO,"1,280565","5,9103",0,2023-03-09 00:00:00.000,115,10,0,,0,BURITI
37,1,"7,615","32,8299409",0,PÓ DE BRITA,MINÉRIOS DE GRANITO,"1,62499999969775","7,499999998605",0,2023-03-09 00:00:00.000,1518,10,0,,0,BURITI
38,1,"21,322","32,8299409","0,0500000000093",PÓ DE BRITA,MINÉRIOS DE GRANITO,"4,5499999991537","20,999999996094",0,2023-03-09 00:00:00.000,49,10,0,,0,BURITI
39,1,"18,276","32,8299409","0,08500000001581",PÓ DE BRITA,MINÉRIOS DE GRANITO,"3,8999999992746","17,999999996652",0,2023-03-09 00:00:00.000,1527,10,0,,0,BURITI
40,4,"11,696","99,1792065",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,539999994956","34,79999997672",0,2023-03-10 00:00:00.000,1199,11,0,,0,BURITI
41,4,"23,392","99,1792065",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"15,079999989912","69,59999995344",0,2023-03-10 00:00:00.000,712,11,0,,0,BURITI
42,3,"14,4","93,75","0,0496296296296296",BRITA 19MM,MINÉRIOS DE GRANITO,"8,775","40,5",0,2023-03-10 00:00:00.000,394,13,0,,0,BURITI
43,3,"5,76","93,75",0,BRITA 19MM,MINÉRIOS DE GRANITO,"3,51","16,2",0,2023-03-10 00:00:00.000,575,13,0,,0,BURITI
44,4,"8,772","99,1792065",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"5,654999996217","26,09999998254",0,2023-03-10 00:00:00.000,396,10,0,,0,BURITI
44,3,"5,76","93,75",0,BRITA 19MM,MINÉRIOS DE GRANITO,"3,51","16,2",0,2023-03-10 00:00:00.000,396,10,0,,0,BURITI
45,4,"20,468","99,1792065",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"13,194999991173","60,89999995926",0,2023-03-10 00:00:00.000,281,7,0,,0,BURITI
49,1,"6,092","32,8299409","0,0500000000093",PÓ DE BRITA,MINÉRIOS DE GRANITO,"1,2999999997582","5,999999998884",0,2023-03-10 00:00:00.000,71,7,0,,0,BURITI
48,4,"17,544","99,1792065",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"11,309999992434","52,19999996508",0,2023-03-10 00:00:00.000,1365,11,0,,0,BURITI
50,4,"17,544","99,1792065","0,0689655172875149","BRITA 12,5MM",MINÉRIOS DE GRANITO,"11,309999992434","52,19999996508",0,2023-03-10 00:00:00.000,1527,10,0,,0,BURITI
51,4,"20,468","99,1792065",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"13,194999991173","60,89999995926",0,2023-03-10 00:00:00.000,1005,7,0,,0,BURITI
52,4,"10,234","99,1792065",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"6,5974999955865","30,44999997963",0,2023-03-10 00:00:00.000,521,13,0,,0,BURITI
52,1,"6,092","32,8299409",0,PÓ DE BRITA,MINÉRIOS DE GRANITO,"1,2999999997582","5,999999998884",0,2023-03-10 00:00:00.000,521,13,0,,0,BURITI
53,3,"7,2","93,75","0,0488888888888889",BRITA 19MM,MINÉRIOS DE GRANITO,"4,3875","20,25",0,2023-03-10 00:00:00.000,99,7,0,,0,BURITI
55,1,"7,615","32,8299409",0,PÓ DE BRITA,MINÉRIOS DE GRANITO,"1,62499999969775","7,499999998605",0,2023-03-10 00:00:00.000,119,11,0,,0,BURITI
56,3,"20,16","93,75","0,0666666666666667",BRITA 19MM,MINÉRIOS DE GRANITO,"12,285","56,7",0,2023-03-10 00:00:00.000,96,13,0,,0,BURITI
57,3,"8,64","93,75",0,BRITA 19MM,MINÉRIOS DE GRANITO,"5,265","24,3",0,2023-03-10 00:00:00.000,458,10,0,,0,BURITI
58,1,"7,615","32,8299409",0,PÓ DE BRITA,MINÉRIOS DE GRANITO,"1,62499999969775","7,499999998605",0,2023-03-10 00:00:00.000,119,7,0,,0,BURITI
59,4,"7,31","99,1792065","0,0289655172607562","BRITA 12,5MM",MINÉRIOS DE GRANITO,"4,7124999968475","21,74999998545",0,2023-03-10 00:00:00.000,27,13,0,,0,BURITI
60,4,"7,31","99,1792065",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"4,7124999968475","21,74999998545",0,2023-03-10 00:00:00.000,336,13,0,,0,BURITI
61,4,"7,31","99,1792065",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"4,7124999968475","21,74999998545",0,2023-03-10 00:00:00.000,336,13,0,,0,BURITI
62,3,"8,64","93,75",0,BRITA 19MM,MINÉRIOS DE GRANITO,"5,265","24,3",0,2023-03-10 00:00:00.000,74,11,0,,0,BURITI
63,4,"11,696","99,1792065","0,0500000000334483","BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,539999994956","34,79999997672",0,2023-03-10 00:00:00.000,94,7,0,,0,BURITI
64,4,"11,696","99,1792065",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,539999994956","34,79999997672",0,2023-03-10 00:00:00.000,214,10,0,,0,BURITI
65,3,"8,64","93,75",0,BRITA 19MM,MINÉRIOS DE GRANITO,"5,265","24,3",0,2023-03-10 00:00:00.000,1584,7,0,,0,BURITI
66,3,"5,76","93,75",1,BRITA 19MM,MINÉRIOS DE GRANITO,"3,51","16,2",0,2023-03-10 00:00:00.000,1382,13,0,,0,BURITI
67,3,"8,64","93,75",0,BRITA 19MM,MINÉRIOS DE GRANITO,"5,265","24,3",0,2023-03-10 00:00:00.000,1658,11,0,,0,BURITI
68,4,"5,848","99,1792065",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"3,769999997478","17,39999998836",0,2023-03-10 00:00:00.000,1640,13,0,,0,BURITI
70,3,"17,28","93,75","0,0666666666666667",BRITA 19MM,MINÉRIOS DE GRANITO,"10,53","48,6",0,2023-03-10 00:00:00.000,1527,10,0,,0,BURITI
69,3,"7,2","93,75",0,BRITA 19MM,MINÉRIOS DE GRANITO,"4,3875","20,25",0,2023-03-10 00:00:00.000,782,11,0,,0,BURITI
71,4,"19,006","136,693675681",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"16,8869999999551","77,9399999997926",0,2023-03-11 00:00:00.000,838,10,0,,0,BURITI
72,4,"16,082","99,1792065",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"10,3674999930645","47,84999996799",0,2023-03-11 00:00:00.000,1407,13,0,,0,BURITI
73,4,"7,31","99,1792065","0,0482758621012604","BRITA 12,5MM",MINÉRIOS DE GRANITO,"4,7124999968475","21,74999998545",0,2023-03-11 00:00:00.000,659,10,0,,0,BURITI
74,3,"8,64","93,75",0,BRITA 19MM,MINÉRIOS DE GRANITO,"5,265","24,3",0,2023-03-11 00:00:00.000,74,13,0,,0,BURITI
75,3,"7,2","93,75",0,BRITA 19MM,MINÉRIOS DE GRANITO,"4,3875","20,25",0,2023-03-11 00:00:00.000,782,10,0,,0,BURITI
76,4,"7,31","99,1792065","0,0482758621012604","BRITA 12,5MM",MINÉRIOS DE GRANITO,"4,7124999968475","21,74999998545",0,2023-03-11 00:00:00.000,99,10,0,,0,BURITI
77,3,"17,28","93,75",0,BRITA 19MM,MINÉRIOS DE GRANITO,"10,53","48,6",0,2023-03-11 00:00:00.000,1277,10,0,,0,BURITI
78,4,"16,082","99,1792065",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"10,3674999930645","47,84999996799",0,2023-03-11 00:00:00.000,1407,10,0,,0,BURITI
79,9,"8,772","60,3146",0,BRITA CORRIDA,MINÉRIOS DE GRANITO,"3,4390178628","15,872390136",0,2023-03-11 00:00:00.000,115,10,0,,0,BURITI
80,9,"8,772","123,67989056",0,BRITA CORRIDA,MINÉRIOS DE GRANITO,"7,05197999995008","32,5475999997696",0,2023-03-11 00:00:00.000,115,10,0,,0,BURITI
81,3,"11,52","93,75","0,05",BRITA 19MM,MINÉRIOS DE GRANITO,"7,02","32,4",0,2023-03-11 00:00:00.000,268,13,0,,0,BURITI
82,4,"20,468","110,220832518",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"14,6639999998598","67,6799999993527",0,2023-03-13 00:00:00.000,1177,10,0,,0,BURITI
84,4,"17,544","102,599179206",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"11,6999999999354","53,9999999997019",0,2023-03-13 00:00:00.000,281,10,0,,0,BURITI
83,4,"20,468","102,599179206",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"13,6499999999247","62,9999999996522",0,2023-03-13 00:00:00.000,1366,13,0,,0,BURITI
85,1,"13,707","36,1129349967","0,0484848484848713",PÓ DE BRITA,MINÉRIOS DE GRANITO,"3,21749999999849","14,849999999993",0,2023-03-13 00:00:00.000,71,13,0,,0,BURITI
87,4,"5,848","102,599",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"3,899993188","17,99996856",0,2023-03-13 00:00:00.000,1170,11,0,,0,BURITI
88,3,"7,2","93,75","0,05",BRITA 19MM,MINÉRIOS DE GRANITO,"4,3875","20,25",0,2023-03-13 00:00:00.000,108,11,0,,0,BURITI
89,3,"7,2","93,75","0,0296296296296296",BRITA 19MM,MINÉRIOS DE GRANITO,"4,3875","20,25",0,2023-03-13 00:00:00.000,108,11,0,,0,BURITI
90,3,"7,2","97,22222",0,BRITA 19MM,MINÉRIOS DE GRANITO,"4,549999896","20,99999952",0,2023-03-13 00:00:00.000,782,11,0,,0,BURITI
91,4,"20,468","110,220832518",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"14,6639999998598","67,6799999993527",0,2023-03-13 00:00:00.000,1177,10,0,,0,BURITI
92,3,"8,64","97,2222","0,0297619115646274",BRITA 19MM,MINÉRIOS DE GRANITO,"5,459998752","25,19999424",0,2023-03-13 00:00:00.000,146,11,0,,0,BURITI
93,3,"7,2","97,2222",0,BRITA 19MM,MINÉRIOS DE GRANITO,"4,54999896","20,9999952",0,2023-03-13 00:00:00.000,1666,11,0,,0,BURITI
94,4,"17,544","102,599179206","0,0666666666670348","BRITA 12,5MM",MINÉRIOS DE GRANITO,"11,6999999999354","53,9999999997019",0,2023-03-13 00:00:00.000,1527,13,0,,0,BURITI
95,4,"14,62","102,599",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"9,74998297","44,9999214",0,2023-03-13 00:00:00.000,76,11,0,,0,BURITI
97,3,"20,16","105,654761904",0,BRITA 19MM,MINÉRIOS DE GRANITO,"13,8449999999002","63,8999999995392",0,2023-03-13 00:00:00.000,1177,10,0,,0,BURITI
96,4,"23,392","99,1792065663",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"15,0799999999928","69,5999999999667",0,2023-03-13 00:00:00.000,712,13,0,,0,BURITI
98,11,1,0,0,GNRE,SERVICOS,0,0,0,2023-03-13 00:00:00.000,115,7,0,,0,BURITI
99,4,"17,544","102,5991792",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"11,6999999992512","53,999999996544",0,2023-03-13 00:00:00.000,1206,11,0,,0,BURITI
100,4,"20,468","102,599179206",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"13,6499999999247","62,9999999996522",0,2023-03-13 00:00:00.000,1366,10,0,,0,BURITI
101,3,"7,2","97,222222222",0,BRITA 19MM,MINÉRIOS DE GRANITO,"4,5499999999896","20,999999999952",0,2023-03-13 00:00:00.000,782,13,0,,0,BURITI
102,4,"16,082","99,1792065",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"10,3674999930645","47,84999996799",0,2023-03-13 00:00:00.000,1407,13,0,,0,BURITI
103,4,"8,772","102,599179206","0,0300000000001656","BRITA 12,5MM",MINÉRIOS DE GRANITO,"5,84999999996771","26,999999999851",0,2023-03-13 00:00:00.000,1011,10,0,,0,BURITI
104,1,"7,615","32,8299409",0,PÓ DE BRITA,MINÉRIOS DE GRANITO,"1,62499999969775","7,499999998605",0,2023-03-13 00:00:00.000,1016,11,0,,0,BURITI
104,11,1,15,0,GNRE,SERVICOS,0,0,0,2023-03-13 00:00:00.000,1016,11,0,,0,BURITI
105,1,"4,569","32,8299409",0,PÓ DE BRITA,MINÉRIOS DE GRANITO,"0,97499999981865","4,499999999163",0,2023-03-13 00:00:00.000,1016,11,0,,0,BURITI
106,11,1,"32,4",0,GNRE,SERVICOS,0,0,0,2023-03-13 00:00:00.000,575,7,0,,0,BURITI
107,11,1,"48,6",0,GNRE,SERVICOS,0,0,0,2023-03-13 00:00:00.000,1658,7,0,,0,BURITI
108,11,1,44,0,GNRE,SERVICOS,0,0,0,2023-03-13 00:00:00.000,336,7,0,,0,BURITI
109,11,1,"84,6",0,GNRE,SERVICOS,0,0,0,2023-03-13 00:00:00.000,396,7,0,,0,BURITI
110,11,1,"104,4",0,GNRE,SERVICOS,0,0,0,2023-03-13 00:00:00.000,1365,7,0,,0,BURITI
111,4,"7,31","102,599179206",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"4,87499999997309","22,4999999998758",0,2023-03-13 00:00:00.000,1611,10,0,,0,BURITI
111,11,1,45,0,GNRE,SERVICOS,0,0,0,2023-03-13 00:00:00.000,1611,10,0,,0,BURITI
112,4,"4,386","102,599179206",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"2,92499999998385","13,4999999999255",0,2023-03-13 00:00:00.000,1611,10,0,,0,BURITI
113,1,"9,138","32,8299409","0,03000000000558",PÓ DE BRITA,MINÉRIOS DE GRANITO,"1,9499999996373","8,999999998326",0,2023-03-13 00:00:00.000,991,11,0,,0,BURITI
114,4,"7,31","99,1792065",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"4,7124999968475","21,74999998545",0,2023-03-13 00:00:00.000,857,11,0,,0,BURITI
114,3,"11,52","93,75",0,BRITA 19MM,MINÉRIOS DE GRANITO,"7,02","32,4",0,2023-03-13 00:00:00.000,857,11,0,,0,BURITI
115,4,"7,31","99,1792065","0,0482758621012604","BRITA 12,5MM",MINÉRIOS DE GRANITO,"4,7124999968475","21,74999998545",0,2023-03-13 00:00:00.000,953,11,0,,0,BURITI
116,3,"7,2","97,2222","0,0300000068571444",BRITA 19MM,MINÉRIOS DE GRANITO,"4,54999896","20,9999952",0,2023-03-13 00:00:00.000,108,11,0,,0,BURITI
117,3,"7,2","97,2222",0,BRITA 19MM,MINÉRIOS DE GRANITO,"4,54999896","20,9999952",0,2023-03-13 00:00:00.000,782,11,0,,0,BURITI
118,4,"7,31","102,599","0,0400000698667887","BRITA 12,5MM",MINÉRIOS DE GRANITO,"4,874991485","22,4999607",0,2023-03-13 00:00:00.000,359,11,0,,0,BURITI
119,4,"11,696","99,1792","0,050000003310345","BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,5399995008","34,799997696",0,2023-03-13 00:00:00.000,1241,11,0,,0,BURITI
120,3,"8,64","93,75",0,BRITA 19MM,MINÉRIOS DE GRANITO,"5,265","24,3",0,2023-03-13 00:00:00.000,74,11,0,,0,BURITI
121,4,"13,158","102,59917","0,0496296340830621","BRITA 12,5MM",MINÉRIOS DE GRANITO,"8,77499921259","40,4999963658",0,2023-03-14 00:00:00.000,104,11,0,,0,BURITI
122,3,"20,16","109,1269","0,0318182063471263",BRITA 19MM,MINÉRIOS DE GRANITO,"14,299988976","65,99994912",0,2023-03-14 00:00:00.000,1177,11,0,,0,BURITI
123,4,"16,082","102,599179206",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"10,7249999999408","49,4999999997268",0,2023-03-14 00:00:00.000,1407,13,0,,0,BURITI
124,3,"7,2","97,22222222",0,BRITA 19MM,MINÉRIOS DE GRANITO,"4,549999999896","20,99999999952",0,2023-03-14 00:00:00.000,75,13,0,,0,BURITI
125,4,"5,848","167,578659370725",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"6,37","29,4",0,2023-03-14 00:00:00.000,1673,10,0,,0,BURITI
126,4,"7,31","102,59917","0,0493333377601782","BRITA 12,5MM",MINÉRIOS DE GRANITO,"4,87499956255","22,499997981",0,2023-03-14 00:00:00.000,99,11,0,,0,BURITI
127,3,"7,2","93,75","0,0148148148148148",BRITA 19MM,MINÉRIOS DE GRANITO,"4,3875","20,25",0,2023-03-14 00:00:00.000,94,7,0,,0,BURITI
128,1,"18,276","36,1129349967","0,072727272727307",PÓ DE BRITA,MINÉRIOS DE GRANITO,"4,28999999999798","19,7999999999907",0,2023-03-14 00:00:00.000,1527,13,0,,0,BURITI
130,3,"8,64","97,2222",0,BRITA 19MM,MINÉRIOS DE GRANITO,"5,459998752","25,19999424",0,2023-03-14 00:00:00.000,1368,11,0,,0,BURITI
129,3,"8,64","93,75",0,BRITA 19MM,MINÉRIOS DE GRANITO,"5,265","24,3",0,2023-03-14 00:00:00.000,74,13,0,,0,BURITI
131,4,"7,31","102,599179206",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"4,87499999997309","22,4999999998758",0,2023-03-14 00:00:00.000,203,10,0,,0,BURITI
131,4,"5,848","112,859097127",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"4,28999999999152","19,7999999999609",0,2023-03-14 00:00:00.000,203,10,0,,0,BURITI
132,3,"8,64","97,2222",0,BRITA 19MM,MINÉRIOS DE GRANITO,"5,459998752","25,19999424",0,2023-03-14 00:00:00.000,1658,11,0,,0,BURITI
132,11,1,51,0,GNRE,SERVICOS,0,0,0,2023-03-14 00:00:00.000,1658,11,0,,0,BURITI
133,4,"20,468","102,599179206",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"13,6499999999247","62,9999999996522",0,2023-03-14 00:00:00.000,1366,13,0,,0,BURITI
134,4,"8,041","63,7346101231",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"3,33118499999901","15,3746999999954",0,2023-03-14 00:00:00.000,1079,10,0,,0,BURITI
135,3,"8,64","93,75","0,037037037037037",BRITA 19MM,MINÉRIOS DE GRANITO,"5,265","24,3",0,2023-03-14 00:00:00.000,152,13,0,,0,BURITI
136,4,"8,041","127,099863201",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"6,64306499999507","30,6602999999772",0,2023-03-14 00:00:00.000,1079,10,0,,0,BURITI
137,1,"19,799","36,1129349967",0,PÓ DE BRITA,MINÉRIOS DE GRANITO,"4,64749999999781","21,4499999999899",0,2023-03-14 00:00:00.000,1481,13,0,,0,BURITI
138,4,"11,696","99,1792065663",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,53999999999639","34,7999999999833",0,2023-03-14 00:00:00.000,174,10,0,,0,BURITI
139,3,"11,52","97,22222222","0,0500000000011429",BRITA 19MM,MINÉRIOS DE GRANITO,"7,2799999998336","33,599999999232",0,2023-03-14 00:00:00.000,94,13,0,,0,BURITI
140,4,"11,696","102,599179206",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,79999999995694","35,9999999998013",0,2023-03-14 00:00:00.000,26,10,0,,0,BURITI
140,1,"3,046","36,1129349967",0,PÓ DE BRITA,MINÉRIOS DE GRANITO,"0,714999999999663","3,29999999999845",0,2023-03-14 00:00:00.000,26,10,0,,0,BURITI
141,1,"9,138","36,1129","0,0484848954711199",PÓ DE BRITA,MINÉRIOS DE GRANITO,"2,1449979213","9,899990406",0,2023-03-14 00:00:00.000,46,11,0,,0,BURITI
142,1,"3,046","36,1129349967",0,PÓ DE BRITA,MINÉRIOS DE GRANITO,"0,714999999999663","3,29999999999845",0,2023-03-14 00:00:00.000,26,10,0,,0,BURITI
143,4,"23,392","99,1792065",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"15,079999989912","69,59999995344",0,2023-03-14 00:00:00.000,712,11,0,,0,BURITI
144,4,"11,696","102,599",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,799986376","35,99993712",0,2023-03-14 00:00:00.000,1077,11,0,,0,BURITI
145,4,"20,468","102,599",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"13,649976158","62,99988996",0,2023-03-14 00:00:00.000,1366,11,0,,0,BURITI
146,4,"36,55","102,59917",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"24,37499781275","112,499989905",0,2023-03-14 00:00:00.000,667,11,0,,0,BURITI
147,4,"11,696","102,59917",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,79999930008","35,9999967696",0,2023-03-14 00:00:00.000,174,11,0,,0,BURITI
148,4,"16,082","102,5991",0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"10,7249917203","49,499961786",0,2023-03-14 00:00:00.000,1407,7,0,,0,BURITI
