Código da Venda,Código da Mercadoria,Quantidade,Preço,Desconto,Produto,TipoGrupo,PIS_Valor,COFINS_Valor,NFCe_vICMSDeson,Data da Venda,Nome do Cliente,Vendedor,ValorEntrada,FormaEntrada,Parcelado,LojaOrigem
15246,74,1,"192,86","0,348854091050503",ENTREGA,SERVICOS,0,0,0,2024-06-24 00:00:00.000,267,10,0,,0,BURITI
15249,4,9,125,"0,10016","BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,3125","33,75",0,2024-06-24 00:00:00.000,1177,11,0,,0,BURITI
15249,74,1,"171,64","0,656490328594733",ENTREGA,SERVICOS,0,0,0,2024-06-24 00:00:00.000,1177,11,0,,0,BURITI
15250,4,"8,98",125,"0,100160356347439","BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,29625","33,675",0,2024-06-24 00:00:00.000,1177,11,0,,0,BURITI
15250,74,1,"171,25","0,656525547445255",ENTREGA,SERVICOS,0,0,0,2024-06-24 00:00:00.000,1177,11,0,,0,BURITI
15251,4,"16,97",125,"0,04","BRITA 12,5MM",MINÉRIOS DE GRANITO,"13,788125","63,6375",0,2024-06-24 00:00:00.000,1736,11,0,,0,BURITI
15252,4064,"18,46","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-24 00:00:00.000,1987,11,0,,0,BURITI
15253,4064,"18,06","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-24 00:00:00.000,1987,11,0,,0,BURITI
15254,3,"8,39",110,0,BRITA 19MM,MINÉRIOS DE GRANITO,"5,99885","27,687",0,2024-06-24 00:00:00.000,458,11,0,,0,BURITI
15255,4,"18,52",125,"0,04","BRITA 12,5MM",MINÉRIOS DE GRANITO,"15,0475","69,45",0,2024-06-24 00:00:00.000,1736,11,0,,0,BURITI
15256,4064,"17,35","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-24 00:00:00.000,1987,11,0,,0,BURITI
15257,4064,"17,38","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-24 00:00:00.000,1987,11,0,,0,BURITI
15258,5,9,95,0,"BRITA 9,5MM",MINÉRIOS DE GRANITO,"5,5575","25,65",0,2024-06-24 00:00:00.000,229,11,0,,0,BURITI
15258,74,1,170,0,ENTREGA,SERVICOS,0,0,0,2024-06-24 00:00:00.000,229,11,0,,0,BURITI
15259,3,"8,39",110,"0,0995774190053094",BRITA 19MM,MINÉRIOS DE GRANITO,"5,99885","27,687",0,2024-06-24 00:00:00.000,337,11,0,,0,BURITI
15260,4,"18,62",125,"0,04","BRITA 12,5MM",MINÉRIOS DE GRANITO,"15,12875","69,825",0,2024-06-24 00:00:00.000,1736,11,0,,0,BURITI
15261,5,"9,66",95,0,"BRITA 9,5MM",MINÉRIOS DE GRANITO,"5,96505","27,531",0,2024-06-24 00:00:00.000,229,11,0,,0,BURITI
15261,74,1,"182,38",0,ENTREGA,SERVICOS,0,0,0,2024-06-24 00:00:00.000,229,11,0,,0,BURITI
15262,4,"9,06",125,"0,06","BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,36125","33,975",0,2024-06-24 00:00:00.000,267,11,0,,0,BURITI
15262,74,1,"194,8","0,348819301848049",ENTREGA,SERVICOS,0,0,0,2024-06-24 00:00:00.000,267,11,0,,0,BURITI
15263,4,"9,06",125,"0,06","BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,36125","33,975",0,2024-06-24 00:00:00.000,267,11,0,,0,BURITI
15263,74,1,"194,8","0,348819301848049",ENTREGA,SERVICOS,0,0,0,2024-06-24 00:00:00.000,267,11,0,,0,BURITI
15264,4,9,125,"0,10016","BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,3125","33,75",0,2024-06-24 00:00:00.000,1177,11,0,,0,BURITI
15265,4,"18,58",125,"0,04","BRITA 12,5MM",MINÉRIOS DE GRANITO,"15,09625","69,675",0,2024-06-24 00:00:00.000,1736,11,0,,0,BURITI
15266,4064,"21,24","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-24 00:00:00.000,1987,11,0,,0,BURITI
15267,3,"13,42",110,"0,0997154857065438",BRITA 19MM,MINÉRIOS DE GRANITO,"9,5953","44,286",0,2024-06-24 00:00:00.000,84,11,0,,0,BURITI
15268,3,"9,66",110,"0,0993788819875776",BRITA 19MM,MINÉRIOS DE GRANITO,"6,9069","31,878",0,2024-06-24 00:00:00.000,1377,11,0,,0,BURITI
15269,4,"8,71",125,"0,0998851894374282","BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,076875","32,6625",0,2024-06-24 00:00:00.000,1825,11,0,,0,BURITI
15264,74,1,"171,63","0,656528578919769",ENTREGA,SERVICOS,0,0,0,2024-06-24 00:00:00.000,1177,11,0,,0,BURITI
15270,4,"9,06",125,"0,100158940397351","BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,36125","33,975",0,2024-06-24 00:00:00.000,1177,11,0,,0,BURITI
15270,74,1,"172,78","0,656499594860516",ENTREGA,SERVICOS,0,0,0,2024-06-24 00:00:00.000,1177,11,0,,0,BURITI
15271,1,"9,095",40,0,PO DE BRITA,MINÉRIOS DE GRANITO,"2,3647","10,914",0,2024-06-24 00:00:00.000,688,11,0,,0,BURITI
15271,74,1,"156,62",0,ENTREGA,SERVICOS,0,0,0,2024-06-24 00:00:00.000,688,11,0,,0,BURITI
15272,1,"9,095",40,0,PO DE BRITA,MINÉRIOS DE GRANITO,"2,3647","10,914",0,2024-06-24 00:00:00.000,688,11,0,,0,BURITI
15272,74,1,"156,62",0,ENTREGA,SERVICOS,0,0,0,2024-06-24 00:00:00.000,688,11,0,,0,BURITI
15273,4064,"18,35","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-24 00:00:00.000,1987,13,0,,0,BURITI
15274,3,"34,26",110,0,BRITA 19MM,MINÉRIOS DE GRANITO,"24,4959","113,058",0,2024-06-24 00:00:00.000,1035,11,0,,0,BURITI
15275,4064,"17,62","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-24 00:00:00.000,1987,13,0,,0,BURITI
15276,4,10,125,0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"8,125","37,5",0,2024-06-24 00:00:00.000,1005,11,0,,0,BURITI
15277,3,"7,82",110,"0,0990467333178331",BRITA 19MM,MINÉRIOS DE GRANITO,"5,5913","25,806",0,2024-06-24 00:00:00.000,155,13,0,,0,BURITI
15278,4,"8,04",125,"0,0995024875621891","BRITA 12,5MM",MINÉRIOS DE GRANITO,"6,5325","30,15",0,2024-06-24 00:00:00.000,1005,11,0,,0,BURITI
15279,1,"9,06",40,0,PO DE BRITA,MINÉRIOS DE GRANITO,"2,3556","10,872",0,2024-06-24 00:00:00.000,1981,13,0,,0,BURITI
15280,1,"9,095",40,0,PO DE BRITA,MINÉRIOS DE GRANITO,"2,3647","10,914",0,2024-06-24 00:00:00.000,229,13,0,,0,BURITI
15280,74,1,"171,8",0,ENTREGA,SERVICOS,0,0,0,2024-06-24 00:00:00.000,229,13,0,,0,BURITI
15281,4,"9,8",125,"0,0995918367346939","BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,9625","36,75",0,2024-06-24 00:00:00.000,953,11,0,,0,BURITI
15282,4064,"23,48","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-24 00:00:00.000,1987,11,0,,0,BURITI
15283,4064,"17,34","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-24 00:00:00.000,1987,10,0,,0,BURITI
15284,4064,"17,02","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-24 00:00:00.000,1987,10,0,,0,BURITI
15285,1,"9,095",40,0,PO DE BRITA,MINÉRIOS DE GRANITO,"2,3647","10,914",0,2024-06-24 00:00:00.000,229,13,0,,0,BURITI
15285,74,1,"171,8",0,ENTREGA,SERVICOS,0,0,0,2024-06-24 00:00:00.000,229,13,0,,0,BURITI
15286,4064,"18,83","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-25 00:00:00.000,1987,11,0,,0,BURITI
15287,1,9,40,0,PO DE BRITA,MINÉRIOS DE GRANITO,"2,34","10,8",0,2024-06-25 00:00:00.000,267,11,0,,0,BURITI
15287,74,1,170,0,ENTREGA,SERVICOS,0,0,0,2024-06-25 00:00:00.000,267,11,0,,0,BURITI
15288,1,"8,79",40,0,PO DE BRITA,MINÉRIOS DE GRANITO,"2,2854","10,548",0,2024-06-25 00:00:00.000,267,10,0,,0,BURITI
15288,74,1,170,0,ENTREGA,SERVICOS,0,0,0,2024-06-25 00:00:00.000,267,10,0,,0,BURITI
15289,4,9,125,"0,10016","BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,3125","33,75",0,2024-06-25 00:00:00.000,1177,11,0,,0,BURITI
15289,74,1,"171,63","0,656528578919769",ENTREGA,SERVICOS,0,0,0,2024-06-25 00:00:00.000,1177,11,0,,0,BURITI
15290,4064,"18,04","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-25 00:00:00.000,1987,11,0,,0,BURITI
15291,4,"11,04",125,0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"8,97","41,4",0,2024-06-25 00:00:00.000,1899,11,0,,0,BURITI
15293,4064,"13,67","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-25 00:00:00.000,1987,11,0,,0,BURITI
15292,4,"8,96",125,"0,100160714285714","BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,28","33,6",0,2024-06-25 00:00:00.000,1177,11,0,,0,BURITI
15292,74,1,"170,86","0,656560927074798",ENTREGA,SERVICOS,0,0,0,2024-06-25 00:00:00.000,1177,11,0,,0,BURITI
15294,4064,"18,18","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-25 00:00:00.000,1987,10,0,,0,BURITI
15295,4064,"17,59","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-25 00:00:00.000,1987,11,0,,0,BURITI
15297,4064,"20,28","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-25 00:00:00.000,1987,11,0,,0,BURITI
15296,4064,"17,73","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-25 00:00:00.000,1987,10,0,,0,BURITI
15298,4064,"21,7","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-25 00:00:00.000,1987,11,0,,0,BURITI
15299,4064,"15,73","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-25 00:00:00.000,1987,10,0,,0,BURITI
15300,4064,"17,67","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-25 00:00:00.000,1987,11,0,,0,BURITI
15301,4064,"17,16","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-25 00:00:00.000,1987,10,0,,0,BURITI
15302,4064,"17,72","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-25 00:00:00.000,1987,11,0,,0,BURITI
15303,1,"21,01",40,"0,05",PO DE BRITA,MINÉRIOS DE GRANITO,"5,4626","25,212",0,2024-06-25 00:00:00.000,1987,10,0,,0,BURITI
15304,4,"9,06",125,"0,06","BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,36125","33,975",0,2024-06-25 00:00:00.000,267,11,0,,0,BURITI
15304,74,1,"194,8","0,348819301848049",ENTREGA,SERVICOS,0,0,0,2024-06-25 00:00:00.000,267,11,0,,0,BURITI
15306,4,"9,06",125,"0,06","BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,36125","33,975",0,2024-06-25 00:00:00.000,267,11,0,,0,BURITI
15306,74,1,"194,8","0,348819301848049",ENTREGA,SERVICOS,0,0,0,2024-06-25 00:00:00.000,267,11,0,,0,BURITI
15305,1,"37,15",40,"0,18750336473755",PO DE BRITA,MINÉRIOS DE GRANITO,"9,659","44,58",0,2024-06-25 00:00:00.000,144,11,0,,0,BURITI
15307,4,9,125,"0,10016","BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,3125","33,75",0,2024-06-25 00:00:00.000,1177,10,0,,0,BURITI
15307,74,1,"171,63","0,656528578919769",ENTREGA,SERVICOS,0,0,0,2024-06-25 00:00:00.000,1177,10,0,,0,BURITI
15308,3,"7,49",110,0,BRITA 19MM,MINÉRIOS DE GRANITO,"5,35535","24,717",0,2024-06-25 00:00:00.000,458,10,0,,0,BURITI
15309,3,"8,17",110,"0,0998108378769333",BRITA 19MM,MINÉRIOS DE GRANITO,"5,84155","26,961",0,2024-06-25 00:00:00.000,1694,10,0,,0,BURITI
15310,4,"20,85",125,0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"16,940625","78,1875",0,2024-06-25 00:00:00.000,214,10,0,,0,BURITI
15311,4,"8,85",125,"0,100158192090395","BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,190625","33,1875",0,2024-06-25 00:00:00.000,1177,10,0,,0,BURITI
15311,74,1,"168,76","0,656553685707514",ENTREGA,SERVICOS,0,0,0,2024-06-25 00:00:00.000,1177,10,0,,0,BURITI
15312,3,"8,55",110,0,BRITA 19MM,MINÉRIOS DE GRANITO,"6,11325","28,215",0,2024-06-25 00:00:00.000,1701,10,0,,0,BURITI
15312,11,1,"75,24",0,GNRE,SERVICOS,0,0,0,2024-06-25 00:00:00.000,1701,10,0,,0,BURITI
15313,1,"8,29",40,"0,0470446320868516",PO DE BRITA,MINÉRIOS DE GRANITO,"2,1554","9,948",0,2024-06-25 00:00:00.000,131,10,0,,0,BURITI
15314,4,"9,015",125,"0,0600066555740433","BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,3246875","33,80625",0,2024-06-25 00:00:00.000,267,11,0,,0,BURITI
15314,74,1,"193,83","0,348862405200433",ENTREGA,SERVICOS,0,0,0,2024-06-25 00:00:00.000,267,11,0,,0,BURITI
15315,4,"9,015",125,"0,0600066555740433","BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,3246875","33,80625",0,2024-06-25 00:00:00.000,267,11,0,,0,BURITI
15315,74,1,"193,83","0,348862405200433",ENTREGA,SERVICOS,0,0,0,2024-06-25 00:00:00.000,267,11,0,,0,BURITI
15316,4064,"18,4","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-25 00:00:00.000,1987,11,0,,0,BURITI
15317,4064,"22,09","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-25 00:00:00.000,1987,11,0,,0,BURITI
15318,4064,"18,05","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-25 00:00:00.000,1987,11,0,,0,BURITI
15319,4064,"19,25","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-25 00:00:00.000,1987,11,0,,0,BURITI
15320,4064,"18,29","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-25 00:00:00.000,1987,11,0,,0,BURITI
15321,4064,"18,93","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-25 00:00:00.000,1987,11,0,,0,BURITI
15322,4,9,125,"0,06","BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,3125","33,75",0,2024-06-25 00:00:00.000,267,11,0,,0,BURITI
15322,74,1,"193,5","0,348837209302326",ENTREGA,SERVICOS,0,0,0,2024-06-25 00:00:00.000,267,11,0,,0,BURITI
15323,4064,"19,08","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-25 00:00:00.000,1987,11,0,,0,BURITI
15324,4064,"17,07","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-25 00:00:00.000,1987,11,0,,0,BURITI
15325,4064,"16,18","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-25 00:00:00.000,1987,11,0,,0,BURITI
15326,4064,"17,57","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-25 00:00:00.000,1987,11,0,,0,BURITI
15327,4064,"16,84","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-25 00:00:00.000,1987,11,0,,0,BURITI
15328,3,"8,51",110,"0,0994551864117081",BRITA 19MM,MINÉRIOS DE GRANITO,"6,08465","28,083",0,2024-06-25 00:00:00.000,252,11,0,,0,BURITI
15329,4,5,125,0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"4,0625","18,75",0,2024-06-25 00:00:00.000,102,11,0,,0,BURITI
15329,11,1,50,0,GNRE,SERVICOS,0,0,0,2024-06-25 00:00:00.000,102,11,0,,0,BURITI
15330,4,"4,24",125,"0,1","BRITA 12,5MM",MINÉRIOS DE GRANITO,"3,445","15,9",0,2024-06-25 00:00:00.000,102,11,0,,0,BURITI
15331,1,"20,8",40,"0,05",PO DE BRITA,MINÉRIOS DE GRANITO,"5,408","24,96",0,2024-06-25 00:00:00.000,1987,11,0,,0,BURITI
15332,1,"20,88",40,"0,05",PO DE BRITA,MINÉRIOS DE GRANITO,"5,4288","25,056",0,2024-06-25 00:00:00.000,1987,11,0,,0,BURITI
15333,4,"9,03",125,"0,0600044296788483","BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,336875","33,8625",0,2024-06-25 00:00:00.000,267,11,0,,0,BURITI
15333,74,1,"194,15","0,348853978882308",ENTREGA,SERVICOS,0,0,0,2024-06-25 00:00:00.000,267,11,0,,0,BURITI
15334,1,"20,55",40,"0,05",PO DE BRITA,MINÉRIOS DE GRANITO,"5,343","24,66",0,2024-06-25 00:00:00.000,1987,11,0,,0,BURITI
15335,1,"20,6",40,"0,05",PO DE BRITA,MINÉRIOS DE GRANITO,"5,356","24,72",0,2024-06-25 00:00:00.000,1987,11,0,,0,BURITI
15336,1,"21,2",40,"0,05",PO DE BRITA,MINÉRIOS DE GRANITO,"5,512","25,44",0,2024-06-25 00:00:00.000,1987,11,0,,0,BURITI
15337,1,"20,61",40,"0,05",PO DE BRITA,MINÉRIOS DE GRANITO,"5,3586","24,732",0,2024-06-25 00:00:00.000,1987,11,0,,0,BURITI
15338,1,"20,45",40,"0,05",PO DE BRITA,MINÉRIOS DE GRANITO,"5,317","24,54",0,2024-06-25 00:00:00.000,1987,11,0,,0,BURITI
15339,1,"20,59",40,"0,05",PO DE BRITA,MINÉRIOS DE GRANITO,"5,3534","24,708",0,2024-06-25 00:00:00.000,1987,11,0,,0,BURITI
15340,1,"19,71",40,"0,05",PO DE BRITA,MINÉRIOS DE GRANITO,"5,1246","23,652",0,2024-06-25 00:00:00.000,1987,11,0,,0,BURITI
15341,4,"17,81",125,"0,16","BRITA 12,5MM",MINÉRIOS DE GRANITO,"14,470625","66,7875",0,2024-06-25 00:00:00.000,1987,11,0,,0,BURITI
15342,4,"6,53",125,0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"5,305625","24,4875",0,2024-06-25 00:00:00.000,444,11,0,,0,BURITI
15343,4,"20,26",125,"0,16","BRITA 12,5MM",MINÉRIOS DE GRANITO,"16,46125","75,975",0,2024-06-25 00:00:00.000,1987,11,0,,0,BURITI
15344,4,"18,77",125,"0,16","BRITA 12,5MM",MINÉRIOS DE GRANITO,"15,250625","70,3875",0,2024-06-25 00:00:00.000,1987,11,0,,0,BURITI
15345,3,9,110,"0,102272727272727",BRITA 19MM,MINÉRIOS DE GRANITO,"6,435","29,7",0,2024-06-25 00:00:00.000,123,11,0,,0,BURITI
15345,74,1,"108,72","0,931291390728477",ENTREGA,SERVICOS,0,0,0,2024-06-25 00:00:00.000,123,11,0,,0,BURITI
15346,3,"8,67",110,"0,102275348642131",BRITA 19MM,MINÉRIOS DE GRANITO,"6,19905","28,611",0,2024-06-25 00:00:00.000,123,11,0,,0,BURITI
15346,74,1,"108,75","0,896919540229885",ENTREGA,SERVICOS,0,0,0,2024-06-25 00:00:00.000,123,11,0,,0,BURITI
15347,4,"18,44",125,"0,16","BRITA 12,5MM",MINÉRIOS DE GRANITO,"14,9825","69,15",0,2024-06-25 00:00:00.000,1987,11,0,,0,BURITI
15348,4,9,125,"0,06","BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,3125","33,75",0,2024-06-26 00:00:00.000,267,11,0,,0,BURITI
15348,74,1,"193,5","0,348837209302326",ENTREGA,SERVICOS,0,0,0,2024-06-26 00:00:00.000,267,11,0,,0,BURITI
15349,4,"8,65",125,0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,028125","32,4375",0,2024-06-26 00:00:00.000,1407,11,0,,0,BURITI
15350,4,"6,75",125,0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"5,484375","25,3125",0,2024-06-26 00:00:00.000,1407,11,0,,0,BURITI
15351,4064,"13,91","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-26 00:00:00.000,1987,11,0,,0,BURITI
15352,4064,"13,96","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-26 00:00:00.000,1987,11,0,,0,BURITI
15353,4064,"14,07","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-26 00:00:00.000,1987,11,0,,0,BURITI
15354,1,"8,43",40,"0,0480427046263345",PO DE BRITA,MINÉRIOS DE GRANITO,"2,1918","10,116",0,2024-06-26 00:00:00.000,131,11,0,,0,BURITI
15355,4064,"13,71","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-26 00:00:00.000,1987,11,0,,0,BURITI
15356,4,"8,53",125,"0,0599953106682298","BRITA 12,5MM",MINÉRIOS DE GRANITO,"6,930625","31,9875",0,2024-06-26 00:00:00.000,267,11,0,,0,BURITI
15356,74,1,"183,4","0,348800436205016",ENTREGA,SERVICOS,0,0,0,2024-06-26 00:00:00.000,267,11,0,,0,BURITI
15357,4,"9,23",125,0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,499375","34,6125",0,2024-06-26 00:00:00.000,174,11,0,,0,BURITI
15358,4064,"13,95","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-26 00:00:00.000,1987,11,0,,0,BURITI
15359,4064,"14,07","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-26 00:00:00.000,1987,11,0,,0,BURITI
15360,4064,"13,83","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-26 00:00:00.000,1987,11,0,,0,BURITI
15361,4064,"13,66","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-26 00:00:00.000,1987,11,0,,0,BURITI
15362,4064,"14,07","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-26 00:00:00.000,1987,11,0,,0,BURITI
15363,4064,"14,15","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-26 00:00:00.000,1987,11,0,,0,BURITI
15364,4064,"13,96","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-26 00:00:00.000,1987,11,0,,0,BURITI
15365,3,"26,82",110,"0,0681852077825232",BRITA 19MM,MINÉRIOS DE GRANITO,"19,1763","88,506",0,2024-06-26 00:00:00.000,267,11,0,,0,BURITI
15366,4064,"13,83","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-26 00:00:00.000,1987,11,0,,0,BURITI
15367,4064,"14,12","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-26 00:00:00.000,1987,11,0,,0,BURITI
15368,4,9,125,"0,10016","BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,3125","33,75",0,2024-06-26 00:00:00.000,1177,11,0,,0,BURITI
15368,74,1,"171,63","0,656528578919769",ENTREGA,SERVICOS,0,0,0,2024-06-26 00:00:00.000,1177,11,0,,0,BURITI
15369,4,"13,51",125,"0,0218386380458919","BRITA 12,5MM",MINÉRIOS DE GRANITO,"10,976875","50,6625",0,2024-06-26 00:00:00.000,42,11,0,,0,BURITI
15370,4,"8,12",125,"0,10015763546798","BRITA 12,5MM",MINÉRIOS DE GRANITO,"6,5975","30,45",0,2024-06-26 00:00:00.000,1177,10,0,,0,BURITI
15370,74,1,"154,84","0,656548695427538",ENTREGA,SERVICOS,0,0,0,2024-06-26 00:00:00.000,1177,10,0,,0,BURITI
15371,4,"14,92",125,0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"12,1225","55,95",0,2024-06-26 00:00:00.000,138,11,0,,0,BURITI
15372,4,8,125,"0,10016","BRITA 12,5MM",MINÉRIOS DE GRANITO,"6,5",30,0,2024-06-26 00:00:00.000,1177,10,0,,0,BURITI
15372,74,1,"152,56","0,656528578919769",ENTREGA,SERVICOS,0,0,0,2024-06-26 00:00:00.000,1177,10,0,,0,BURITI
15373,1,"19,02",40,"0,11540483701367",PO DE BRITA,MINÉRIOS DE GRANITO,"4,9452","22,824",0,2024-06-26 00:00:00.000,1527,10,0,,0,BURITI
15374,1,"7,69",40,"0,115734720416125",PO DE BRITA,MINÉRIOS DE GRANITO,"1,9994","9,228",0,2024-06-26 00:00:00.000,347,10,0,,0,BURITI
15375,4,"8,86",125,"0,100162528216704","BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,19875","33,225",0,2024-06-26 00:00:00.000,1177,10,0,,0,BURITI
15375,74,1,"168,96","0,656545928030303",ENTREGA,SERVICOS,0,0,0,2024-06-26 00:00:00.000,1177,10,0,,0,BURITI
15376,4,"14,95",125,0,"BRITA 12,5MM",MINÉRIOS DE GRANITO,"12,146875","56,0625",0,2024-06-26 00:00:00.000,1407,10,0,,0,BURITI
15377,4,"13,32",125,"0,0218438438438438","BRITA 12,5MM",MINÉRIOS DE GRANITO,"10,8225","49,95",0,2024-06-26 00:00:00.000,42,10,0,,0,BURITI
15378,4064,"12,79","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-26 00:00:00.000,1987,11,0,,0,BURITI
15379,4,9,125,"0,06","BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,3125","33,75",0,2024-06-26 00:00:00.000,267,11,0,,0,BURITI
15379,74,1,"232,2","0,290697674418605",ENTREGA,SERVICOS,0,0,0,2024-06-26 00:00:00.000,267,11,0,,0,BURITI
15380,4064,"12,75","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-26 00:00:00.000,1987,11,0,,0,BURITI
15381,3,"8,35",110,"0,0996189439303212",BRITA 19MM,MINÉRIOS DE GRANITO,"5,97025","27,555",0,2024-06-26 00:00:00.000,131,11,0,,0,BURITI
15382,4,"8,69",125,"0,0599953970080552","BRITA 12,5MM",MINÉRIOS DE GRANITO,"7,060625","32,5875",0,2024-06-26 00:00:00.000,267,11,0,,0,BURITI
15382,74,1,"224,2","0,290677966101695",ENTREGA,SERVICOS,0,0,0,2024-06-26 00:00:00.000,267,11,0,,0,BURITI
15383,4064,"12,86","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-26 00:00:00.000,1987,13,0,,0,BURITI
15384,4064,"13,09","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-26 00:00:00.000,1987,13,0,,0,BURITI
15385,4064,"12,98","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-26 00:00:00.000,1987,13,0,,0,BURITI
15386,4064,"12,93","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-26 00:00:00.000,1987,13,0,,0,BURITI
15387,4064,"12,9","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-26 00:00:00.000,1987,13,0,,0,BURITI
15388,4064,"11,87","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-26 00:00:00.000,1987,13,0,,0,BURITI
15389,4064,"13,17","42,5",0,CBUQ TESTE,SELECIONE,0,0,0,2024-06-26 00:00:00.000,1987,13,0,,0,BURITI
15390,3,9,110,"0,0681818181818182",BRITA 19MM,MINÉRIOS DE GRANITO,"6,435","29,7",0,2024-06-26 00:00:00.000,267,11,0,,0,BURITI
15390,74,1,162,"0,416666666666667",ENTREGA,SERVICOS,0,0,0,2024-06-26 00:00:00.000,267,11,0,,0,BURITI
